labor_id,warehouse_id,date,shift,headcount_scheduled,headcount_actual,regular_hours,overtime_hours,hourly_rate,labor_cost
LBR-800758,WH-DXB-01,2025-12-03,Evening,18,18,144.0,0.0,14.5,2088.0
LBR-800759,WH-DXB-01,2025-12-03,Night,18,18,144.0,0.0,14.5,2088.0
LBR-800760,WH-AUH-01,2025-12-03,Morning,8,9,72.0,0.0,14.5,1044.0
LBR-800761,WH-AUH-01,2025-12-03,Evening,8,9,72.0,0.0,14.5,1044.0
LBR-800762,WH-AUH-01,2025-12-03,Night,8,7,56.0,0.0,14.5,812.0
LBR-800763,WH-SHJ-01,2025-12-03,Morning,6,5,40.0,1.5,14.5,612.62
LBR-800764,WH-SHJ-01,2025-12-03,Evening,6,6,48.0,0.0,14.5,696.0
LBR-800765,WH-SHJ-01,2025-12-03,Night,6,5,40.0,2.0,14.5,623.5
LBR-800766,WH-DWC-01,2025-12-03,Morning,12,12,96.0,0.0,14.5,1392.0
LBR-800767,WH-DWC-01,2025-12-03,Evening,12,13,104.0,1.5,14.5,1540.62
LBR-800768,WH-DWC-01,2025-12-03,Night,12,12,96.0,1.5,14.5,1424.62
LBR-800769,WH-DXB-01,2025-12-04,Morning,18,18,144.0,1.5,14.5,2120.62
LBR-800770,WH-DXB-01,2025-12-04,Evening,18,18,144.0,0.0,14.5,2088.0
LBR-800771,WH-DXB-01,2025-12-04,Night,18,18,144.0,0.0,14.5,2088.0
LBR-800772,WH-AUH-01,2025-12-04,Morning,8,8,64.0,1.5,14.5,960.62
LBR-800773,WH-AUH-01,2025-12-04,Evening,8,7,56.0,0.0,14.5,812.0
LBR-800774,WH-AUH-01,2025-12-04,Night,8,8,64.0,0.0,14.5,928.0
LBR-800775,WH-SHJ-01,2025-12-04,Morning,6,6,48.0,0.0,14.5,696.0
LBR-800776,WH-SHJ-01,2025-12-04,Evening,6,5,40.0,0.0,14.5,580.0
LBR-800777,WH-SHJ-01,2025-12-04,Night,6,5,40.0,1.5,14.5,612.62
LBR-800778,WH-DWC-01,2025-12-04,Morning,12,12,96.0,1.5,14.5,1424.62
LBR-800779,WH-DWC-01,2025-12-04,Evening,12,13,104.0,0.0,14.5,1508.0
LBR-800780,WH-DWC-01,2025-12-04,Night,12,12,96.0,1.5,14.5,1424.62
LBR-800781,WH-DXB-01,2025-12-05,Morning,10,10,80.0,0.0,14.5,1160.0
LBR-800782,WH-DXB-01,2025-12-05,Evening,10,9,72.0,0.0,14.5,1044.0
LBR-800783,WH-DXB-01,2025-12-05,Night,10,11,88.0,1.5,14.5,1308.62
LBR-800784,WH-AUH-01,2025-12-05,Morning,4,4,32.0,2.0,14.5,507.5
LBR-800785,WH-AUH-01,2025-12-05,Evening,4,4,32.0,1.5,14.5,496.62
LBR-800786,WH-AUH-01,2025-12-05,Night,4,3,24.0,0.0,14.5,348.0
LBR-800787,WH-SHJ-01,2025-12-05,Morning,3,2,16.0,0.0,14.5,232.0
LBR-800788,WH-SHJ-01,2025-12-05,Evening,3,3,24.0,0.0,14.5,348.0
LBR-800789,WH-SHJ-01,2025-12-05,Night,3,3,24.0,0.0,14.5,348.0
LBR-800790,WH-DWC-01,2025-12-05,Morning,7,7,56.0,1.5,14.5,844.62
LBR-800791,WH-DWC-01,2025-12-05,Evening,7,6,48.0,2.0,14.5,739.5
LBR-800792,WH-DWC-01,2025-12-05,Night,7,8,64.0,0.0,14.5,928.0
LBR-800793,WH-DXB-01,2025-12-06,Morning,10,11,88.0,0.0,14.5,1276.0
LBR-800794,WH-DXB-01,2025-12-06,Evening,10,9,72.0,1.5,14.5,1076.62
LBR-800795,WH-DXB-01,2025-12-06,Night,10,11,88.0,0.0,14.5,1276.0
LBR-800796,WH-AUH-01,2025-12-06,Morning,4,4,32.0,0.0,14.5,464.0
LBR-800797,WH-AUH-01,2025-12-06,Evening,4,5,40.0,1.5,14.5,612.62
LBR-800798,WH-AUH-01,2025-12-06,Night,4,3,24.0,1.5,14.5,380.62
LBR-800799,WH-SHJ-01,2025-12-06,Morning,3,4,32.0,0.0,14.5,464.0
LBR-800800,WH-SHJ-01,2025-12-06,Evening,3,4,32.0,0.0,14.5,464.0
LBR-800801,WH-SHJ-01,2025-12-06,Night,3,4,32.0,0.0,14.5,464.0
LBR-800802,WH-DWC-01,2025-12-06,Morning,7,8,64.0,0.0,14.5,928.0
LBR-800803,WH-DWC-01,2025-12-06,Evening,7,6,48.0,1.5,14.5,728.62
LBR-800804,WH-DWC-01,2025-12-06,Night,7,6,48.0,1.5,14.5,728.62
LBR-800805,WH-DXB-01,2025-12-07,Morning,18,18,144.0,2.0,14.5,2131.5
LBR-800806,WH-DXB-01,2025-12-07,Evening,18,18,144.0,0.0,14.5,2088.0
LBR-800807,WH-DXB-01,2025-12-07,Night,18,18,144.0,1.5,14.5,2120.62
LBR-800808,WH-AUH-01,2025-12-07,Morning,8,8,64.0,0.0,14.5,928.0
LBR-800809,WH-AUH-01,2025-12-07,Evening,8,7,56.0,0.0,14.5,812.0
LBR-800810,WH-AUH-01,2025-12-07,Night,8,8,64.0,2.0,14.5,971.5
LBR-800811,WH-SHJ-01,2025-12-07,Morning,6,7,56.0,0.0,14.5,812.0
LBR-800812,WH-SHJ-01,2025-12-07,Evening,6,7,56.0,2.0,14.5,855.5
LBR-800813,WH-SHJ-01,2025-12-07,Night,6,7,56.0,0.0,14.5,812.0
LBR-800814,WH-DWC-01,2025-12-07,Morning,12,12,96.0,2.0,14.5,1435.5
LBR-800815,WH-DWC-01,2025-12-07,Evening,12,13,104.0,1.5,14.5,1540.62
LBR-800816,WH-DWC-01,2025-12-07,Night,12,11,88.0,0.0,14.5,1276.0
LBR-800817,WH-DXB-01,2025-12-08,Morning,18,17,136.0,0.0,14.5,1972.0
LBR-800818,WH-DXB-01,2025-12-08,Evening,18,19,152.0,1.5,14.5,2236.62
LBR-800819,WH-DXB-01,2025-12-08,Night,18,18,144.0,0.0,14.5,2088.0
LBR-800820,WH-AUH-01,2025-12-08,Morning,8,8,64.0,1.5,14.5,960.62
LBR-800821,WH-AUH-01,2025-12-08,Evening,8,9,72.0,0.0,14.5,1044.0
LBR-800822,WH-AUH-01,2025-12-08,Night,8,8,64.0,2.0,14.5,971.5
LBR-800823,WH-SHJ-01,2025-12-08,Morning,6,5,40.0,0.0,14.5,580.0
LBR-800824,WH-SHJ-01,2025-12-08,Evening,6,6,48.0,0.0,14.5,696.0
LBR-800825,WH-SHJ-01,2025-12-08,Night,6,5,40.0,2.0,14.5,623.5
LBR-800826,WH-DWC-01,2025-12-08,Morning,12,13,104.0,1.5,14.5,1540.62
LBR-800827,WH-DWC-01,2025-12-08,Evening,12,12,96.0,1.5,14.5,1424.62
LBR-800828,WH-DWC-01,2025-12-08,Night,12,11,88.0,1.5,14.5,1308.62
LBR-800829,WH-DXB-01,2025-12-09,Morning,18,19,152.0,1.5,14.5,2236.62
LBR-800830,WH-DXB-01,2025-12-09,Evening,18,18,144.0,0.0,14.5,2088.0
LBR-800831,WH-DXB-01,2025-12-09,Night,18,17,136.0,1.5,14.5,2004.62
LBR-800832,WH-AUH-01,2025-12-09,Morning,8,7,56.0,0.0,14.5,812.0
LBR-800833,WH-AUH-01,2025-12-09,Evening,8,9,72.0,0.0,14.5,1044.0
LBR-800834,WH-AUH-01,2025-12-09,Night,8,9,72.0,2.0,14.5,1087.5
LBR-800835,WH-SHJ-01,2025-12-09,Morning,6,5,40.0,0.0,14.5,580.0
LBR-800836,WH-SHJ-01,2025-12-09,Evening,6,6,48.0,2.0,14.5,739.5
LBR-800837,WH-SHJ-01,2025-12-09,Night,6,7,56.0,0.0,14.5,812.0
LBR-800838,WH-DWC-01,2025-12-09,Morning,12,11,88.0,2.0,14.5,1319.5
LBR-800839,WH-DWC-01,2025-12-09,Evening,12,12,96.0,2.0,14.5,1435.5
LBR-800840,WH-DWC-01,2025-12-09,Night,12,13,104.0,0.0,14.5,1508.0
LBR-800841,WH-DXB-01,2025-12-10,Morning,18,18,144.0,2.0,14.5,2131.5
LBR-800842,WH-DXB-01,2025-12-10,Evening,18,19,152.0,1.5,14.5,2236.62
LBR-800843,WH-DXB-01,2025-12-10,Night,18,18,144.0,2.0,14.5,2131.5
LBR-800844,WH-AUH-01,2025-12-10,Morning,8,9,72.0,0.0,14.5,1044.0
LBR-800845,WH-AUH-01,2025-12-10,Evening,8,9,72.0,0.0,14.5,1044.0
LBR-800846,WH-AUH-01,2025-12-10,Night,8,8,64.0,1.5,14.5,960.62
LBR-800847,WH-SHJ-01,2025-12-10,Morning,6,6,48.0,0.0,14.5,696.0
LBR-800848,WH-SHJ-01,2025-12-10,Evening,6,7,56.0,0.0,14.5,812.0
LBR-800849,WH-SHJ-01,2025-12-10,Night,6,7,56.0,0.0,14.5,812.0
LBR-800850,WH-DWC-01,2025-12-10,Morning,12,12,96.0,0.0,14.5,1392.0
LBR-800851,WH-DWC-01,2025-12-10,Evening,12,12,96.0,0.0,14.5,1392.0
LBR-800852,WH-DWC-01,2025-12-10,Night,12,12,96.0,0.0,14.5,1392.0
LBR-800853,WH-DXB-01,2025-12-11,Morning,18,17,136.0,0.0,14.5,1972.0
LBR-800854,WH-DXB-01,2025-12-11,Evening,18,17,136.0,1.5,14.5,2004.62
LBR-800855,WH-DXB-01,2025-12-11,Night,18,18,144.0,2.0,14.5,2131.5
LBR-800856,WH-AUH-01,2025-12-11,Morning,8,8,64.0,0.0,14.5,928.0
LBR-800857,WH-AUH-01,2025-12-11,Evening,8,7,56.0,0.0,14.5,812.0
LBR-800858,WH-AUH-01,2025-12-11,Night,8,7,56.0,2.0,14.5,855.5
LBR-800859,WH-SHJ-01,2025-12-11,Morning,6,6,48.0,0.0,14.5,696.0
LBR-800860,WH-SHJ-01,2025-12-11,Evening,6,5,40.0,1.5,14.5,612.62
LBR-800861,WH-SHJ-01,2025-12-11,Night,6,7,56.0,1.5,14.5,844.62
LBR-800862,WH-DWC-01,2025-12-11,Morning,12,13,104.0,0.0,14.5,1508.0
LBR-800863,WH-DWC-01,2025-12-11,Evening,12,11,88.0,1.5,14.5,1308.62
LBR-800864,WH-DWC-01,2025-12-11,Night,12,12,96.0,1.5,14.5,1424.62
LBR-800865,WH-DXB-01,2025-12-12,Morning,10,10,80.0,0.0,14.5,1160.0
LBR-800866,WH-DXB-01,2025-12-12,Evening,10,9,72.0,0.0,14.5,1044.0
LBR-800867,WH-DXB-01,2025-12-12,Night,10,10,80.0,2.0,14.5,1203.5
LBR-800868,WH-AUH-01,2025-12-12,Morning,4,3,24.0,0.0,14.5,348.0
LBR-800869,WH-AUH-01,2025-12-12,Evening,4,4,32.0,1.5,14.5,496.62
LBR-800870,WH-AUH-01,2025-12-12,Night,4,4,32.0,1.5,14.5,496.62
LBR-800871,WH-SHJ-01,2025-12-12,Morning,3,2,16.0,2.0,14.5,275.5
LBR-800872,WH-SHJ-01,2025-12-12,Evening,3,3,24.0,1.5,14.5,380.62
LBR-800873,WH-SHJ-01,2025-12-12,Night,3,4,32.0,2.0,14.5,507.5
LBR-800874,WH-DWC-01,2025-12-12,Morning,7,8,64.0,0.0,14.5,928.0
LBR-800875,WH-DWC-01,2025-12-12,Evening,7,8,64.0,0.0,14.5,928.0
LBR-800876,WH-DWC-01,2025-12-12,Night,7,7,56.0,1.5,14.5,844.62
LBR-800877,WH-DXB-01,2025-12-13,Morning,10,11,88.0,2.0,14.5,1319.5
LBR-800878,WH-DXB-01,2025-12-13,Evening,10,10,80.0,2.0,14.5,1203.5
LBR-800879,WH-DXB-01,2025-12-13,Night,10,10,80.0,1.5,14.5,1192.62
LBR-800880,WH-AUH-01,2025-12-13,Morning,4,4,32.0,0.0,14.5,464.0
LBR-800881,WH-AUH-01,2025-12-13,Evening,4,4,32.0,2.0,14.5,507.5
LBR-800882,WH-AUH-01,2025-12-13,Night,4,5,40.0,1.5,14.5,612.62
LBR-800883,WH-SHJ-01,2025-12-13,Morning,3,2,16.0,0.0,14.5,232.0
LBR-800884,WH-SHJ-01,2025-12-13,Evening,3,3,24.0,0.0,14.5,348.0
LBR-800885,WH-SHJ-01,2025-12-13,Night,3,3,24.0,2.0,14.5,391.5
LBR-800886,WH-DWC-01,2025-12-13,Morning,7,8,64.0,0.0,14.5,928.0
LBR-800887,WH-DWC-01,2025-12-13,Evening,7,6,48.0,1.5,14.5,728.62
LBR-800888,WH-DWC-01,2025-12-13,Night,7,7,56.0,2.0,14.5,855.5
LBR-800889,WH-DXB-01,2025-12-14,Morning,18,17,136.0,0.0,14.5,1972.0
LBR-800890,WH-DXB-01,2025-12-14,Evening,18,18,144.0,2.0,14.5,2131.5
LBR-800891,WH-DXB-01,2025-12-14,Night,18,18,144.0,0.0,14.5,2088.0
LBR-800892,WH-AUH-01,2025-12-14,Morning,8,9,72.0,1.5,14.5,1076.62
LBR-800893,WH-AUH-01,2025-12-14,Evening,8,7,56.0,0.0,14.5,812.0
LBR-800894,WH-AUH-01,2025-12-14,Night,8,9,72.0,2.0,14.5,1087.5
LBR-800895,WH-SHJ-01,2025-12-14,Morning,6,5,40.0,1.5,14.5,612.62
LBR-800896,WH-SHJ-01,2025-12-14,Evening,6,5,40.0,2.0,14.5,623.5
LBR-800897,WH-SHJ-01,2025-12-14,Night,6,6,48.0,2.0,14.5,739.5
LBR-800898,WH-DWC-01,2025-12-14,Morning,12,11,88.0,0.0,14.5,1276.0
LBR-800899,WH-DWC-01,2025-12-14,Evening,12,11,88.0,1.5,14.5,1308.62
LBR-800900,WH-DWC-01,2025-12-14,Night,12,12,96.0,0.0,14.5,1392.0
LBR-800901,WH-DXB-01,2025-12-15,Morning,18,17,136.0,0.0,14.5,1972.0
LBR-800902,WH-DXB-01,2025-12-15,Evening,18,18,144.0,2.0,14.5,2131.5
LBR-800903,WH-DXB-01,2025-12-15,Night,18,19,152.0,0.0,14.5,2204.0
LBR-800904,WH-AUH-01,2025-12-15,Morning,8,7,56.0,0.0,14.5,812.0
LBR-800905,WH-AUH-01,2025-12-15,Evening,8,7,56.0,2.0,14.5,855.5
LBR-800906,WH-AUH-01,2025-12-15,Night,8,9,72.0,0.0,14.5,1044.0
LBR-800907,WH-SHJ-01,2025-12-15,Morning,6,6,48.0,0.0,14.5,696.0
LBR-800908,WH-SHJ-01,2025-12-15,Evening,6,6,48.0,1.5,14.5,728.62
LBR-800909,WH-SHJ-01,2025-12-15,Night,6,7,56.0,0.0,14.5,812.0
LBR-800910,WH-DWC-01,2025-12-15,Morning,12,12,96.0,1.5,14.5,1424.62
LBR-800911,WH-DWC-01,2025-12-15,Evening,12,11,88.0,1.5,14.5,1308.62
LBR-800912,WH-DWC-01,2025-12-15,Night,12,11,88.0,0.0,14.5,1276.0
LBR-800913,WH-DXB-01,2025-12-16,Morning,18,17,136.0,2.0,14.5,2015.5
LBR-800914,WH-DXB-01,2025-12-16,Evening,18,18,144.0,2.0,14.5,2131.5
LBR-800915,WH-DXB-01,2025-12-16,Night,18,17,136.0,0.0,14.5,1972.0
LBR-800916,WH-AUH-01,2025-12-16,Morning,8,9,72.0,0.0,14.5,1044.0
LBR-800917,WH-AUH-01,2025-12-16,Evening,8,9,72.0,1.5,14.5,1076.62
LBR-800918,WH-AUH-01,2025-12-16,Night,8,9,72.0,0.0,14.5,1044.0
LBR-800919,WH-SHJ-01,2025-12-16,Morning,6,5,40.0,1.5,14.5,612.62
LBR-800920,WH-SHJ-01,2025-12-16,Evening,6,5,40.0,0.0,14.5,580.0
LBR-800921,WH-SHJ-01,2025-12-16,Night,6,7,56.0,0.0,14.5,812.0
LBR-800922,WH-DWC-01,2025-12-16,Morning,12,12,96.0,2.0,14.5,1435.5
LBR-800923,WH-DWC-01,2025-12-16,Evening,12,12,96.0,0.0,14.5,1392.0
LBR-800924,WH-DWC-01,2025-12-16,Night,12,11,88.0,1.5,14.5,1308.62
LBR-800925,WH-DXB-01,2025-12-17,Morning,18,18,144.0,1.5,14.5,2120.62
LBR-800926,WH-DXB-01,2025-12-17,Evening,18,18,144.0,0.0,14.5,2088.0
LBR-800927,WH-DXB-01,2025-12-17,Night,18,18,144.0,1.5,14.5,2120.62
LBR-800928,WH-AUH-01,2025-12-17,Morning,8,9,72.0,0.0,14.5,1044.0
LBR-800929,WH-AUH-01,2025-12-17,Evening,8,8,64.0,2.0,14.5,971.5
LBR-800930,WH-AUH-01,2025-12-17,Night,8,9,72.0,0.0,14.5,1044.0
LBR-800931,WH-SHJ-01,2025-12-17,Morning,6,6,48.0,0.0,14.5,696.0
LBR-800932,WH-SHJ-01,2025-12-17,Evening,6,7,56.0,1.5,14.5,844.62
LBR-800933,WH-SHJ-01,2025-12-17,Night,6,6,48.0,2.0,14.5,739.5
LBR-800934,WH-DWC-01,2025-12-17,Morning,12,12,96.0,2.0,14.5,1435.5
LBR-800935,WH-DWC-01,2025-12-17,Evening,12,13,104.0,0.0,14.5,1508.0
LBR-800936,WH-DWC-01,2025-12-17,Night,12,12,96.0,0.0,14.5,1392.0
LBR-800937,WH-DXB-01,2025-12-18,Morning,18,18,144.0,1.5,14.5,2120.62
LBR-800938,WH-DXB-01,2025-12-18,Evening,18,19,152.0,2.0,14.5,2247.5
LBR-800939,WH-DXB-01,2025-12-18,Night,18,18,144.0,2.0,14.5,2131.5
LBR-800940,WH-AUH-01,2025-12-18,Morning,8,7,56.0,0.0,14.5,812.0
LBR-800941,WH-AUH-01,2025-12-18,Evening,8,7,56.0,0.0,14.5,812.0
LBR-800942,WH-AUH-01,2025-12-18,Night,8,8,64.0,0.0,14.5,928.0
LBR-800943,WH-SHJ-01,2025-12-18,Morning,6,5,40.0,1.5,14.5,612.62
LBR-800944,WH-SHJ-01,2025-12-18,Evening,6,7,56.0,1.5,14.5,844.62
LBR-800945,WH-SHJ-01,2025-12-18,Night,6,5,40.0,0.0,14.5,580.0
LBR-800946,WH-DWC-01,2025-12-18,Morning,12,12,96.0,1.5,14.5,1424.62
LBR-800947,WH-DWC-01,2025-12-18,Evening,12,11,88.0,2.0,14.5,1319.5
LBR-800948,WH-DWC-01,2025-12-18,Night,12,12,96.0,2.0,14.5,1435.5
LBR-800949,WH-DXB-01,2025-12-19,Morning,10,9,72.0,2.0,14.5,1087.5
LBR-800950,WH-DXB-01,2025-12-19,Evening,10,11,88.0,1.5,14.5,1308.62
LBR-800951,WH-DXB-01,2025-12-19,Night,10,11,88.0,0.0,14.5,1276.0
LBR-800952,WH-AUH-01,2025-12-19,Morning,4,3,24.0,0.0,14.5,348.0
LBR-800953,WH-AUH-01,2025-12-19,Evening,4,4,32.0,1.5,14.5,496.62
LBR-800954,WH-AUH-01,2025-12-19,Night,4,4,32.0,1.5,14.5,496.62
LBR-800955,WH-SHJ-01,2025-12-19,Morning,3,2,16.0,0.0,14.5,232.0
LBR-800956,WH-SHJ-01,2025-12-19,Evening,3,2,16.0,2.0,14.5,275.5
LBR-800957,WH-SHJ-01,2025-12-19,Night,3,3,24.0,0.0,14.5,348.0
LBR-800958,WH-DWC-01,2025-12-19,Morning,7,7,56.0,0.0,14.5,812.0
LBR-800959,WH-DWC-01,2025-12-19,Evening,7,7,56.0,1.5,14.5,844.62
LBR-800960,WH-DWC-01,2025-12-19,Night,7,6,48.0,0.0,14.5,696.0
LBR-800961,WH-DXB-01,2025-12-20,Morning,10,11,88.0,0.0,14.5,1276.0
LBR-800962,WH-DXB-01,2025-12-20,Evening,10,10,80.0,2.0,14.5,1203.5
LBR-800963,WH-DXB-01,2025-12-20,Night,10,10,80.0,2.0,14.5,1203.5
LBR-800964,WH-AUH-01,2025-12-20,Morning,4,3,24.0,1.5,14.5,380.62
LBR-800965,WH-AUH-01,2025-12-20,Evening,4,5,40.0,2.0,14.5,623.5
LBR-800966,WH-AUH-01,2025-12-20,Night,4,4,32.0,0.0,14.5,464.0
LBR-800967,WH-SHJ-01,2025-12-20,Morning,3,2,16.0,2.0,14.5,275.5
LBR-800968,WH-SHJ-01,2025-12-20,Evening,3,4,32.0,1.5,14.5,496.62
LBR-800969,WH-SHJ-01,2025-12-20,Night,3,2,16.0,0.0,14.5,232.0
LBR-800970,WH-DWC-01,2025-12-20,Morning,7,7,56.0,2.0,14.5,855.5
LBR-800971,WH-DWC-01,2025-12-20,Evening,7,7,56.0,1.5,14.5,844.62
LBR-800972,WH-DWC-01,2025-12-20,Night,7,6,48.0,1.5,14.5,728.62
LBR-800973,WH-DXB-01,2025-12-21,Morning,18,18,144.0,2.0,14.5,2131.5
LBR-800974,WH-DXB-01,2025-12-21,Evening,18,18,144.0,1.5,14.5,2120.62
LBR-800975,WH-DXB-01,2025-12-21,Night,18,19,152.0,2.0,14.5,2247.5
LBR-800976,WH-AUH-01,2025-12-21,Morning,8,7,56.0,0.0,14.5,812.0
LBR-800977,WH-AUH-01,2025-12-21,Evening,8,8,64.0,2.0,14.5,971.5
LBR-800978,WH-AUH-01,2025-12-21,Night,8,8,64.0,1.5,14.5,960.62
LBR-800979,WH-SHJ-01,2025-12-21,Morning,6,7,56.0,1.5,14.5,844.62
LBR-800980,WH-SHJ-01,2025-12-21,Evening,6,7,56.0,1.5,14.5,844.62
LBR-800981,WH-SHJ-01,2025-12-21,Night,6,7,56.0,0.0,14.5,812.0
LBR-800982,WH-DWC-01,2025-12-21,Morning,12,13,104.0,0.0,14.5,1508.0
LBR-800983,WH-DWC-01,2025-12-21,Evening,12,11,88.0,1.5,14.5,1308.62
LBR-800984,WH-DWC-01,2025-12-21,Night,12,12,96.0,2.0,14.5,1435.5
LBR-800985,WH-DXB-01,2025-12-22,Morning,18,18,144.0,1.5,14.5,2120.62
LBR-800986,WH-DXB-01,2025-12-22,Evening,18,17,136.0,0.0,14.5,1972.0
LBR-800987,WH-DXB-01,2025-12-22,Night,18,18,144.0,1.5,14.5,2120.62
LBR-800988,WH-AUH-01,2025-12-22,Morning,8,8,64.0,2.0,14.5,971.5
LBR-800989,WH-AUH-01,2025-12-22,Evening,8,9,72.0,0.0,14.5,1044.0
LBR-800990,WH-AUH-01,2025-12-22,Night,8,8,64.0,0.0,14.5,928.0
LBR-800991,WH-SHJ-01,2025-12-22,Morning,6,5,40.0,2.0,14.5,623.5
LBR-800992,WH-SHJ-01,2025-12-22,Evening,6,7,56.0,0.0,14.5,812.0
LBR-800993,WH-SHJ-01,2025-12-22,Night,6,6,48.0,1.5,14.5,728.62
LBR-800994,WH-DWC-01,2025-12-22,Morning,12,12,96.0,0.0,14.5,1392.0
LBR-800995,WH-DWC-01,2025-12-22,Evening,12,13,104.0,0.0,14.5,1508.0
LBR-800996,WH-DWC-01,2025-12-22,Night,12,12,96.0,2.0,14.5,1435.5
LBR-800997,WH-DXB-01,2025-12-23,Morning,18,17,136.0,1.5,14.5,2004.62
LBR-800998,WH-DXB-01,2025-12-23,Evening,18,18,144.0,0.0,14.5,2088.0
LBR-800999,WH-DXB-01,2025-12-23,Night,18,18,144.0,1.5,14.5,2120.62
LBR-801000,WH-AUH-01,2025-12-23,Morning,8,8,64.0,0.0,14.5,928.0
LBR-801001,WH-AUH-01,2025-12-23,Evening,8,8,64.0,1.5,14.5,960.62
LBR-801002,WH-AUH-01,2025-12-23,Night,8,8,64.0,0.0,14.5,928.0
LBR-801003,WH-SHJ-01,2025-12-23,Morning,6,7,56.0,0.0,14.5,812.0
LBR-801004,WH-SHJ-01,2025-12-23,Evening,6,6,48.0,2.0,14.5,739.5
LBR-801005,WH-SHJ-01,2025-12-23,Night,6,6,48.0,1.5,14.5,728.62
LBR-801006,WH-DWC-01,2025-12-23,Morning,12,12,96.0,0.0,14.5,1392.0
LBR-801007,WH-DWC-01,2025-12-23,Evening,12,11,88.0,0.0,14.5,1276.0
LBR-801008,WH-DWC-01,2025-12-23,Night,12,11,88.0,2.0,14.5,1319.5
LBR-801009,WH-DXB-01,2025-12-24,Morning,18,18,144.0,2.0,14.5,2131.5
LBR-801010,WH-DXB-01,2025-12-24,Evening,18,17,136.0,2.0,14.5,2015.5
LBR-801011,WH-DXB-01,2025-12-24,Night,18,18,144.0,1.5,14.5,2120.62
LBR-801012,WH-AUH-01,2025-12-24,Morning,8,8,64.0,2.0,14.5,971.5
LBR-801013,WH-AUH-01,2025-12-24,Evening,8,8,64.0,2.0,14.5,971.5
LBR-801014,WH-AUH-01,2025-12-24,Night,8,8,64.0,1.5,14.5,960.62
LBR-801015,WH-SHJ-01,2025-12-24,Morning,6,7,56.0,0.0,14.5,812.0
LBR-801016,WH-SHJ-01,2025-12-24,Evening,6,6,48.0,0.0,14.5,696.0
LBR-801017,WH-SHJ-01,2025-12-24,Night,6,7,56.0,1.5,14.5,844.62
LBR-801018,WH-DWC-01,2025-12-24,Morning,12,11,88.0,0.0,14.5,1276.0
LBR-801019,WH-DWC-01,2025-12-24,Evening,12,12,96.0,1.5,14.5,1424.62
LBR-801020,WH-DWC-01,2025-12-24,Night,12,12,96.0,0.0,14.5,1392.0
LBR-801021,WH-DXB-01,2025-12-25,Morning,18,18,144.0,0.0,14.5,2088.0
LBR-801022,WH-DXB-01,2025-12-25,Evening,18,18,144.0,0.0,14.5,2088.0
LBR-801023,WH-DXB-01,2025-12-25,Night,18,19,152.0,2.0,14.5,2247.5
LBR-801024,WH-AUH-01,2025-12-25,Morning,8,8,64.0,0.0,14.5,928.0
LBR-801025,WH-AUH-01,2025-12-25,Evening,8,8,64.0,0.0,14.5,928.0
LBR-801026,WH-AUH-01,2025-12-25,Night,8,8,64.0,0.0,14.5,928.0
LBR-801027,WH-SHJ-01,2025-12-25,Morning,6,6,48.0,2.0,14.5,739.5
LBR-801028,WH-SHJ-01,2025-12-25,Evening,6,6,48.0,1.5,14.5,728.62
LBR-801029,WH-SHJ-01,2025-12-25,Night,6,7,56.0,0.0,14.5,812.0
LBR-801030,WH-DWC-01,2025-12-25,Morning,12,12,96.0,0.0,14.5,1392.0
LBR-801031,WH-DWC-01,2025-12-25,Evening,12,12,96.0,1.5,14.5,1424.62
LBR-801032,WH-DWC-01,2025-12-25,Night,12,13,104.0,0.0,14.5,1508.0
LBR-801033,WH-DXB-01,2025-12-26,Morning,10,9,72.0,0.0,14.5,1044.0
LBR-801034,WH-DXB-01,2025-12-26,Evening,10,9,72.0,0.0,14.5,1044.0
LBR-801035,WH-DXB-01,2025-12-26,Night,10,11,88.0,0.0,14.5,1276.0
LBR-801036,WH-AUH-01,2025-12-26,Morning,4,5,40.0,0.0,14.5,580.0
LBR-801037,WH-AUH-01,2025-12-26,Evening,4,4,32.0,1.5,14.5,496.62
LBR-801038,WH-AUH-01,2025-12-26,Night,4,4,32.0,2.0,14.5,507.5
LBR-801039,WH-SHJ-01,2025-12-26,Morning,3,2,16.0,1.5,14.5,264.62
LBR-801040,WH-SHJ-01,2025-12-26,Evening,3,3,24.0,0.0,14.5,348.0
LBR-801041,WH-SHJ-01,2025-12-26,Night,3,3,24.0,0.0,14.5,348.0
LBR-801042,WH-DWC-01,2025-12-26,Morning,7,8,64.0,2.0,14.5,971.5
LBR-801043,WH-DWC-01,2025-12-26,Evening,7,7,56.0,0.0,14.5,812.0
LBR-801044,WH-DWC-01,2025-12-26,Night,7,6,48.0,0.0,14.5,696.0
LBR-801045,WH-DXB-01,2025-12-27,Morning,10,10,80.0,1.5,14.5,1192.62
LBR-801046,WH-DXB-01,2025-12-27,Evening,10,10,80.0,0.0,14.5,1160.0
LBR-801047,WH-DXB-01,2025-12-27,Night,10,10,80.0,1.5,14.5,1192.62
LBR-801048,WH-AUH-01,2025-12-27,Morning,4,4,32.0,1.5,14.5,496.62
LBR-801049,WH-AUH-01,2025-12-27,Evening,4,3,24.0,0.0,14.5,348.0
LBR-801050,WH-AUH-01,2025-12-27,Night,4,5,40.0,2.0,14.5,623.5
LBR-801051,WH-SHJ-01,2025-12-27,Morning,3,4,32.0,2.0,14.5,507.5
