inventory_id,sku_id,warehouse_id,quantity_on_hand,quantity_reserved,reorder_point,last_cycle_count_date,recorded_count,physical_count
INV-5338,SKU-1169,WH-DWC-01,1113,104,222,2026-01-15,1113,1113
INV-5339,SKU-1170,WH-SHJ-01,2191,459,438,2026-01-15,2191,2191
INV-5340,SKU-1170,WH-DWC-01,1088,182,217,2026-01-15,1088,1088
INV-5341,SKU-1171,WH-SHJ-01,956,215,191,2026-01-15,956,956
INV-5342,SKU-1171,WH-DWC-01,1475,250,295,2026-01-15,1475,1475
INV-5343,SKU-1172,WH-SHJ-01,1235,213,247,2026-01-15,1235,1235
INV-5344,SKU-1172,WH-DWC-01,921,88,184,2026-01-15,921,921
INV-5345,SKU-1173,WH-AUH-01,1483,254,296,2026-01-15,1483,1483
INV-5346,SKU-1173,WH-SHJ-01,1539,147,307,2026-01-15,1539,1539
INV-5347,SKU-1174,WH-AUH-01,375,47,75,2026-01-15,375,375
INV-5348,SKU-1174,WH-SHJ-01,1086,94,217,2026-01-15,1086,1086
INV-5349,SKU-1175,WH-AUH-01,2456,528,491,2026-01-15,2456,2456
INV-5350,SKU-1175,WH-SHJ-01,1946,342,389,2026-01-15,1946,1946
INV-5351,SKU-1176,WH-AUH-01,876,198,175,2026-01-15,876,876
INV-5352,SKU-1176,WH-SHJ-01,1193,297,238,2026-01-15,1193,1193
INV-5353,SKU-1177,WH-AUH-01,1746,178,349,2026-01-15,1746,1746
INV-5354,SKU-1177,WH-SHJ-01,999,189,199,2026-01-15,999,999
INV-5355,SKU-1178,WH-AUH-01,2413,553,482,2026-01-15,2413,2413
INV-5356,SKU-1178,WH-SHJ-01,930,88,186,2026-01-15,930,930
INV-5357,SKU-1179,WH-AUH-01,2180,124,436,2026-01-15,2180,2180
INV-5358,SKU-1179,WH-SHJ-01,729,121,145,2026-01-15,729,729
INV-5359,SKU-1180,WH-AUH-01,1440,324,288,2026-01-15,1440,1440
INV-5360,SKU-1180,WH-SHJ-01,1137,165,227,2026-01-15,1137,1137
INV-5361,SKU-1181,WH-AUH-01,1368,329,273,2026-01-15,1368,1368
INV-5362,SKU-1181,WH-SHJ-01,1505,85,301,2026-01-15,1505,1505
INV-5363,SKU-1182,WH-AUH-01,1636,296,327,2026-01-15,1636,1636
INV-5364,SKU-1182,WH-SHJ-01,1568,105,313,2026-01-15,1568,1568
INV-5365,SKU-1183,WH-AUH-01,1133,113,226,2026-01-15,1133,1133
INV-5366,SKU-1183,WH-SHJ-01,187,19,37,2026-01-15,187,187
INV-5367,SKU-1184,WH-AUH-01,1349,201,269,2026-01-15,1349,1349
INV-5368,SKU-1184,WH-SHJ-01,603,146,120,2026-01-15,603,603
INV-5369,SKU-1185,WH-AUH-01,1861,347,372,2026-01-15,1861,1861
INV-5370,SKU-1185,WH-SHJ-01,1122,247,224,2026-01-15,1122,1122
INV-5371,SKU-1186,WH-AUH-01,1474,215,294,2026-01-15,1474,1474
INV-5372,SKU-1186,WH-SHJ-01,2312,496,462,2026-01-15,2312,2312
INV-5373,SKU-1187,WH-AUH-01,1741,317,348,2026-01-15,1741,1741
INV-5374,SKU-1187,WH-SHJ-01,2237,364,447,2026-01-15,2237,2237
INV-5375,SKU-1188,WH-AUH-01,1922,378,384,2026-01-15,1922,1922
INV-5376,SKU-1188,WH-SHJ-01,365,76,73,2026-01-15,365,365
INV-5377,SKU-1189,WH-AUH-01,2289,503,457,2026-01-15,2289,2289
INV-5378,SKU-1189,WH-SHJ-01,1854,216,370,2026-01-15,1854,1854
INV-5379,SKU-1190,WH-AUH-01,1866,347,373,2026-01-15,1866,1866
INV-5380,SKU-1190,WH-SHJ-01,340,64,68,2026-01-15,340,340
INV-5381,SKU-1191,WH-AUH-01,849,69,169,2026-01-15,849,849
INV-5382,SKU-1191,WH-SHJ-01,706,158,141,2026-01-15,706,706
INV-5383,SKU-1192,WH-AUH-01,1204,259,240,2026-01-15,1204,1204
INV-5384,SKU-1192,WH-SHJ-01,1724,141,344,2026-01-15,1724,1724
INV-5385,SKU-1193,WH-AUH-01,738,111,147,2026-01-15,738,738
INV-5386,SKU-1193,WH-SHJ-01,444,39,88,2026-01-15,444,444
INV-5387,SKU-1194,WH-AUH-01,1698,294,339,2026-01-15,1698,1698
INV-5388,SKU-1194,WH-SHJ-01,1286,208,257,2026-01-15,1286,1286
INV-5389,SKU-1195,WH-AUH-01,509,51,101,2026-01-15,509,509
INV-5390,SKU-1195,WH-SHJ-01,849,43,169,2026-01-15,849,849
INV-5391,SKU-1196,WH-AUH-01,824,62,164,2026-01-15,824,824
INV-5392,SKU-1196,WH-SHJ-01,735,100,147,2026-01-15,735,735
INV-5393,SKU-1197,WH-AUH-01,1143,135,228,2026-01-15,1143,1143
INV-5394,SKU-1197,WH-SHJ-01,721,61,144,2026-01-15,721,721
INV-5395,SKU-1198,WH-DWC-01,2234,157,446,2026-01-15,2234,2234
INV-5396,SKU-1198,WH-DXB-01,1369,116,273,2026-01-15,1369,1369
INV-5397,SKU-1199,WH-DWC-01,633,40,126,2026-01-15,633,633
INV-5398,SKU-1199,WH-DXB-01,880,73,176,2026-01-15,880,880
INV-5399,SKU-1200,WH-DWC-01,1067,204,213,2026-01-15,1067,1067
INV-5400,SKU-1200,WH-DXB-01,1035,123,207,2026-01-15,1035,1035
INV-5401,SKU-1201,WH-DWC-01,623,40,124,2026-01-15,623,623
INV-5402,SKU-1201,WH-DXB-01,2407,539,481,2026-01-15,2407,2407
INV-5403,SKU-1202,WH-DWC-01,853,157,170,2026-01-15,853,853
INV-5404,SKU-1202,WH-DXB-01,865,172,173,2026-01-15,865,865
INV-5405,SKU-1203,WH-DWC-01,1400,236,280,2026-01-15,1400,1400
INV-5406,SKU-1203,WH-DXB-01,1180,74,236,2026-01-15,1180,1180
INV-5407,SKU-1204,WH-DWC-01,2276,486,455,2026-01-15,2276,2276
INV-5408,SKU-1204,WH-DXB-01,719,36,143,2026-01-15,719,719
INV-5409,SKU-1205,WH-DWC-01,1603,230,320,2026-01-15,1603,1603
INV-5410,SKU-1205,WH-DXB-01,665,89,133,2026-01-15,665,665
INV-5411,SKU-1206,WH-DWC-01,188,29,37,2026-01-15,188,188
INV-5412,SKU-1206,WH-DXB-01,2354,258,470,2026-01-15,2354,2354
INV-5413,SKU-1207,WH-DWC-01,1973,131,394,2026-01-15,1973,1973
INV-5414,SKU-1207,WH-DXB-01,1123,107,224,2026-01-15,1123,1123
INV-5415,SKU-1208,WH-DWC-01,1712,382,342,2026-01-15,1712,1712
INV-5416,SKU-1208,WH-DXB-01,1138,271,227,2026-01-15,1138,1138
INV-5417,SKU-1209,WH-DWC-01,1018,180,203,2026-01-15,1018,1018
INV-5418,SKU-1209,WH-DXB-01,1832,192,366,2026-01-15,1832,1832
INV-5419,SKU-1210,WH-DXB-01,1560,175,312,2026-01-15,1560,1560
INV-5420,SKU-1210,WH-AUH-01,719,164,143,2026-01-15,719,719
INV-5421,SKU-1211,WH-DXB-01,2130,191,426,2026-01-15,2130,2130
INV-5422,SKU-1211,WH-AUH-01,942,181,188,2026-01-15,942,942
INV-5423,SKU-1212,WH-DXB-01,1959,436,391,2026-01-15,1959,1959
INV-5424,SKU-1212,WH-AUH-01,2405,381,481,2026-01-15,2405,2405
INV-5425,SKU-1213,WH-DXB-01,1233,107,246,2026-01-15,1233,1233
INV-5426,SKU-1213,WH-AUH-01,1830,124,366,2026-01-15,1830,1830
INV-5427,SKU-1214,WH-DXB-01,669,136,133,2026-01-15,669,669
INV-5428,SKU-1214,WH-AUH-01,1859,290,371,2026-01-15,1859,1859
INV-5429,SKU-1215,WH-DXB-01,2396,419,479,2026-01-15,2396,2396
INV-5430,SKU-1215,WH-AUH-01,1109,120,221,2026-01-15,1109,1109
INV-5431,SKU-1216,WH-DXB-01,1709,400,341,2026-01-15,1709,1709
INV-5432,SKU-1216,WH-AUH-01,676,98,135,2026-01-15,676,676
INV-5433,SKU-1217,WH-DXB-01,2403,407,480,2026-01-15,2403,2403
INV-5434,SKU-1217,WH-AUH-01,1409,140,281,2026-01-15,1409,1409
INV-5435,SKU-1218,WH-AUH-01,670,60,134,2026-01-15,670,670
INV-5436,SKU-1218,WH-SHJ-01,1166,95,233,2026-01-15,1166,1166
INV-5437,SKU-1219,WH-AUH-01,1163,133,232,2026-01-15,1163,1163
INV-5438,SKU-1219,WH-SHJ-01,1517,207,303,2026-01-15,1517,1517
INV-5439,SKU-1220,WH-AUH-01,1237,174,247,2026-01-15,1237,1237
INV-5440,SKU-1220,WH-SHJ-01,221,31,44,2026-01-15,221,221
INV-5441,SKU-1221,WH-AUH-01,2163,277,432,2026-01-15,2163,2163
INV-5442,SKU-1221,WH-SHJ-01,1539,376,307,2026-01-15,1539,1539
INV-5443,SKU-1222,WH-AUH-01,315,34,63,2026-01-15,315,315
INV-5444,SKU-1222,WH-SHJ-01,1474,296,294,2026-01-15,1474,1474
INV-5445,SKU-1223,WH-AUH-01,2193,451,438,2026-01-15,2193,2193
INV-5446,SKU-1223,WH-SHJ-01,1565,304,313,2026-01-15,1565,1565
INV-5447,SKU-1224,WH-AUH-01,1261,99,252,2026-01-15,1261,1261
INV-5448,SKU-1224,WH-SHJ-01,1845,99,369,2026-01-15,1845,1845
INV-5449,SKU-1225,WH-AUH-01,1483,257,296,2026-01-15,1483,1483
INV-5450,SKU-1225,WH-SHJ-01,863,177,172,2026-01-15,863,863
