appointment_id,warehouse_id,carrier_name,client_id,date,scheduled_time,actual_arrival_time,dwell_time_minutes,status,dock_number
DCK-204175,WH-AUH-01,RedSea Transit,CLT-107,2025-12-22,2025-12-22 12:00:00,2025-12-22 12:07:00,43,Completed,6
DCK-204176,WH-AUH-01,Gulf Overland Express,CLT-104,2025-12-22,2025-12-22 13:00:00,2025-12-22 13:03:00,40,Completed,7
DCK-204177,WH-AUH-01,Gulf Overland Express,CLT-110,2025-12-22,2025-12-22 14:00:00,2025-12-22 14:21:00,16,Completed,8
DCK-204178,WH-AUH-01,Emirates Freight,CLT-107,2025-12-22,2025-12-22 15:00:00,2025-12-22 15:17:00,41,Completed,1
DCK-204179,WH-AUH-01,Emirates Freight,CLT-108,2025-12-22,2025-12-22 16:00:00,2025-12-22 16:16:00,29,Completed,2
DCK-204180,WH-AUH-01,ExpressAir Logistics,CLT-108,2025-12-22,2025-12-22 17:00:00,2025-12-22 17:04:00,48,Completed,3
DCK-204181,WH-AUH-01,Gulf Overland Express,CLT-103,2025-12-22,2025-12-22 18:00:00,2025-12-22 18:00:00,38,Completed,4
DCK-204182,WH-AUH-01,ExpressAir Logistics,CLT-108,2025-12-22,2025-12-22 07:00:00,2025-12-22 07:12:00,43,Completed,5
DCK-204183,WH-AUH-01,Falcon Courier,CLT-102,2025-12-22,2025-12-22 08:00:00,2025-12-22 08:12:00,39,Completed,6
DCK-204184,WH-SHJ-01,ExpressAir Logistics,CLT-110,2025-12-22,2025-12-22 07:00:00,2025-12-22 07:10:00,27,Completed,1
DCK-204185,WH-SHJ-01,RedSea Transit,CLT-103,2025-12-22,2025-12-22 08:00:00,2025-12-22 08:01:00,40,Completed,2
DCK-204186,WH-SHJ-01,Gulf Overland Express,CLT-104,2025-12-22,2025-12-22 09:00:00,2025-12-22 09:00:00,34,Completed,3
DCK-204187,WH-SHJ-01,Gulf Overland Express,CLT-106,2025-12-22,2025-12-22 10:00:00,2025-12-22 10:13:00,31,Completed,4
DCK-204188,WH-SHJ-01,Gulf Overland Express,CLT-102,2025-12-22,2025-12-22 11:00:00,2025-12-22 11:09:00,25,Completed,1
DCK-204189,WH-SHJ-01,Falcon Courier,CLT-104,2025-12-22,2025-12-22 12:00:00,2025-12-22 12:14:00,23,Completed,2
DCK-204190,WH-SHJ-01,Emirates Freight,CLT-102,2025-12-22,2025-12-22 13:00:00,2025-12-22 13:00:00,42,Completed,3
DCK-204191,WH-SHJ-01,RedSea Transit,CLT-106,2025-12-22,2025-12-22 14:00:00,2025-12-22 14:00:00,30,Completed,4
DCK-204192,WH-DWC-01,Falcon Courier,CLT-110,2025-12-22,2025-12-22 07:00:00,2025-12-22 07:00:00,25,Completed,1
DCK-204193,WH-DWC-01,ExpressAir Logistics,CLT-104,2025-12-22,2025-12-22 08:00:00,2025-12-22 08:14:00,27,Completed,2
DCK-204194,WH-DWC-01,Gulf Overland Express,CLT-108,2025-12-22,2025-12-22 09:00:00,2025-12-22 09:05:00,36,Completed,3
DCK-204195,WH-DWC-01,Falcon Courier,CLT-108,2025-12-22,2025-12-22 10:00:00,2025-12-22 10:26:00,40,Completed,4
DCK-204196,WH-DWC-01,Gulf Overland Express,CLT-110,2025-12-22,2025-12-22 11:00:00,2025-12-22 11:11:00,44,Completed,5
DCK-204197,WH-DWC-01,Gulf Overland Express,CLT-108,2025-12-22,2025-12-22 12:00:00,2025-12-22 12:00:00,43,Completed,6
DCK-204198,WH-DWC-01,Gulf Overland Express,CLT-110,2025-12-22,2025-12-22 13:00:00,2025-12-22 13:00:00,37,Completed,7
DCK-204199,WH-DWC-01,Falcon Courier,CLT-101,2025-12-22,2025-12-22 14:00:00,2025-12-22 14:00:00,44,Completed,8
DCK-204200,WH-DWC-01,RedSea Transit,CLT-103,2025-12-22,2025-12-22 15:00:00,2025-12-22 15:09:00,33,Completed,9
DCK-204201,WH-DWC-01,Falcon Courier,CLT-107,2025-12-22,2025-12-22 16:00:00,2025-12-22 16:20:00,30,Completed,10
DCK-204202,WH-DWC-01,ExpressAir Logistics,CLT-110,2025-12-22,2025-12-22 17:00:00,2025-12-22 17:09:00,27,Completed,1
DCK-204203,WH-DWC-01,RedSea Transit,CLT-102,2025-12-22,2025-12-22 18:00:00,2025-12-22 18:00:00,24,Completed,2
DCK-204204,WH-DWC-01,Emirates Freight,CLT-106,2025-12-22,2025-12-22 07:00:00,2025-12-22 07:00:00,37,Completed,3
DCK-204205,WH-DWC-01,ExpressAir Logistics,CLT-102,2025-12-22,2025-12-22 08:00:00,2025-12-22 08:22:00,31,Completed,4
DCK-204206,WH-DWC-01,ExpressAir Logistics,CLT-108,2025-12-22,2025-12-22 09:00:00,2025-12-22 09:13:00,30,Completed,5
DCK-204207,WH-DWC-01,RedSea Transit,CLT-101,2025-12-22,2025-12-22 10:00:00,2025-12-22 10:32:00,48,Completed,6
DCK-204208,WH-DXB-01,Falcon Courier,CLT-101,2025-12-23,2025-12-23 07:00:00,2025-12-23 07:22:00,26,Completed,1
DCK-204209,WH-DXB-01,Gulf Overland Express,CLT-104,2025-12-23,2025-12-23 08:00:00,2025-12-23 08:16:00,32,Completed,2
DCK-204210,WH-DXB-01,RedSea Transit,CLT-110,2025-12-23,2025-12-23 09:00:00,2025-12-23 09:19:00,38,Completed,3
DCK-204211,WH-DXB-01,Gulf Overland Express,CLT-105,2025-12-23,2025-12-23 10:00:00,2025-12-23 10:00:00,32,Completed,4
DCK-204212,WH-DXB-01,Emirates Freight,CLT-106,2025-12-23,2025-12-23 11:00:00,2025-12-23 11:12:00,38,Completed,5
DCK-204213,WH-DXB-01,Emirates Freight,CLT-104,2025-12-23,2025-12-23 12:00:00,2025-12-23 12:10:00,32,Completed,6
DCK-204214,WH-DXB-01,Falcon Courier,CLT-106,2025-12-23,2025-12-23 13:00:00,2025-12-23 13:13:00,45,Completed,7
DCK-204215,WH-DXB-01,Falcon Courier,CLT-109,2025-12-23,2025-12-23 14:00:00,2025-12-23 14:00:00,34,Completed,8
DCK-204216,WH-DXB-01,RedSea Transit,CLT-106,2025-12-23,2025-12-23 15:00:00,2025-12-23 15:25:00,37,Completed,9
DCK-204217,WH-DXB-01,Emirates Freight,CLT-108,2025-12-23,2025-12-23 16:00:00,2025-12-23 16:26:00,43,Completed,10
DCK-204218,WH-DXB-01,Falcon Courier,CLT-103,2025-12-23,2025-12-23 17:00:00,2025-12-23 17:00:00,41,Completed,11
DCK-204219,WH-DXB-01,Gulf Overland Express,CLT-102,2025-12-23,2025-12-23 18:00:00,2025-12-23 18:00:00,30,Completed,12
DCK-204220,WH-DXB-01,Emirates Freight,CLT-105,2025-12-23,2025-12-23 07:00:00,2025-12-23 07:03:00,28,Completed,1
DCK-204221,WH-DXB-01,RedSea Transit,CLT-101,2025-12-23,2025-12-23 08:00:00,2025-12-23 08:00:00,33,Completed,2
DCK-204222,WH-DXB-01,Gulf Overland Express,CLT-107,2025-12-23,2025-12-23 09:00:00,2025-12-23 09:10:00,36,Completed,3
DCK-204223,WH-DXB-01,Emirates Freight,CLT-108,2025-12-23,2025-12-23 10:00:00,2025-12-23 10:01:00,30,Completed,4
DCK-204224,WH-DXB-01,RedSea Transit,CLT-106,2025-12-23,2025-12-23 11:00:00,2025-12-23 11:00:00,34,Completed,5
DCK-204225,WH-DXB-01,ExpressAir Logistics,CLT-107,2025-12-23,2025-12-23 12:00:00,2025-12-23 12:00:00,32,Completed,6
DCK-204226,WH-DXB-01,RedSea Transit,CLT-108,2025-12-23,2025-12-23 13:00:00,2025-12-23 13:01:00,36,Completed,7
DCK-204227,WH-DXB-01,Emirates Freight,CLT-106,2025-12-23,2025-12-23 14:00:00,2025-12-23 14:00:00,21,Completed,8
DCK-204228,WH-DXB-01,Falcon Courier,CLT-108,2025-12-23,2025-12-23 15:00:00,2025-12-23 15:15:00,42,Completed,9
DCK-204229,WH-DXB-01,Falcon Courier,CLT-104,2025-12-23,2025-12-23 16:00:00,2025-12-23 16:00:00,35,Completed,10
DCK-204230,WH-DXB-01,Gulf Overland Express,CLT-108,2025-12-23,2025-12-23 17:00:00,2025-12-23 17:00:00,36,Completed,11
DCK-204231,WH-AUH-01,Falcon Courier,CLT-110,2025-12-23,2025-12-23 07:00:00,2025-12-23 07:04:00,43,Completed,1
DCK-204232,WH-AUH-01,RedSea Transit,CLT-106,2025-12-23,2025-12-23 08:00:00,2025-12-23 08:00:00,27,Completed,2
DCK-204233,WH-AUH-01,Emirates Freight,CLT-110,2025-12-23,2025-12-23 09:00:00,2025-12-23 09:11:00,47,Completed,3
DCK-204234,WH-AUH-01,RedSea Transit,CLT-110,2025-12-23,2025-12-23 10:00:00,2025-12-23 10:11:00,42,Completed,4
DCK-204235,WH-AUH-01,Gulf Overland Express,CLT-102,2025-12-23,2025-12-23 11:00:00,2025-12-23 11:08:00,40,Completed,5
DCK-204236,WH-AUH-01,RedSea Transit,CLT-107,2025-12-23,2025-12-23 12:00:00,2025-12-23 12:02:00,34,Completed,6
DCK-204237,WH-AUH-01,Gulf Overland Express,CLT-108,2025-12-23,2025-12-23 13:00:00,2025-12-23 13:00:00,32,Completed,7
DCK-204238,WH-AUH-01,Falcon Courier,CLT-107,2025-12-23,2025-12-23 14:00:00,2025-12-23 14:24:00,35,Completed,8
DCK-204239,WH-AUH-01,Falcon Courier,CLT-101,2025-12-23,2025-12-23 15:00:00,2025-12-23 15:00:00,36,Completed,1
DCK-204240,WH-AUH-01,ExpressAir Logistics,CLT-104,2025-12-23,2025-12-23 16:00:00,2025-12-23 16:01:00,24,Completed,2
DCK-204241,WH-AUH-01,ExpressAir Logistics,CLT-101,2025-12-23,2025-12-23 17:00:00,2025-12-23 17:00:00,29,Completed,3
DCK-204242,WH-AUH-01,Gulf Overland Express,CLT-105,2025-12-23,2025-12-23 18:00:00,2025-12-23 18:30:00,37,Completed,4
DCK-204243,WH-AUH-01,RedSea Transit,CLT-107,2025-12-23,2025-12-23 07:00:00,2025-12-23 07:00:00,44,Completed,5
DCK-204244,WH-AUH-01,Falcon Courier,CLT-105,2025-12-23,2025-12-23 08:00:00,2025-12-23 08:00:00,26,Completed,6
DCK-204245,WH-AUH-01,RedSea Transit,CLT-104,2025-12-23,2025-12-23 09:00:00,2025-12-23 09:20:00,43,Completed,7
DCK-204246,WH-SHJ-01,Emirates Freight,CLT-108,2025-12-23,2025-12-23 07:00:00,2025-12-23 07:11:00,42,Completed,1
DCK-204247,WH-SHJ-01,Emirates Freight,CLT-103,2025-12-23,2025-12-23 08:00:00,2025-12-23 08:21:00,33,Completed,2
DCK-204248,WH-SHJ-01,Gulf Overland Express,CLT-101,2025-12-23,2025-12-23 09:00:00,2025-12-23 09:01:00,38,Completed,3
DCK-204249,WH-SHJ-01,Emirates Freight,CLT-103,2025-12-23,2025-12-23 10:00:00,2025-12-23 10:00:00,37,Completed,4
DCK-204250,WH-SHJ-01,RedSea Transit,CLT-109,2025-12-23,2025-12-23 11:00:00,2025-12-23 11:00:00,33,Completed,1
DCK-204251,WH-SHJ-01,RedSea Transit,CLT-104,2025-12-23,2025-12-23 12:00:00,2025-12-23 12:00:00,44,Completed,2
DCK-204252,WH-SHJ-01,ExpressAir Logistics,CLT-103,2025-12-23,2025-12-23 13:00:00,2025-12-23 13:10:00,32,Completed,3
DCK-204253,WH-DWC-01,ExpressAir Logistics,CLT-109,2025-12-23,2025-12-23 07:00:00,2025-12-23 07:00:00,35,Completed,1
DCK-204254,WH-DWC-01,Emirates Freight,CLT-108,2025-12-23,2025-12-23 08:00:00,2025-12-23 08:00:00,35,Completed,2
DCK-204255,WH-DWC-01,RedSea Transit,CLT-108,2025-12-23,2025-12-23 09:00:00,2025-12-23 09:00:00,35,Completed,3
DCK-204256,WH-DWC-01,RedSea Transit,CLT-107,2025-12-23,2025-12-23 10:00:00,2025-12-23 10:11:00,28,Completed,4
DCK-204257,WH-DWC-01,RedSea Transit,CLT-103,2025-12-23,2025-12-23 11:00:00,2025-12-23 11:00:00,42,Completed,5
DCK-204258,WH-DWC-01,Emirates Freight,CLT-108,2025-12-23,2025-12-23 12:00:00,2025-12-23 12:00:00,32,Completed,6
DCK-204259,WH-DWC-01,RedSea Transit,CLT-109,2025-12-23,2025-12-23 13:00:00,2025-12-23 13:03:00,31,Completed,7
DCK-204260,WH-DWC-01,Gulf Overland Express,CLT-107,2025-12-23,2025-12-23 14:00:00,2025-12-23 14:13:00,35,Completed,8
DCK-204261,WH-DWC-01,Gulf Overland Express,CLT-105,2025-12-23,2025-12-23 15:00:00,2025-12-23 15:00:00,44,Completed,9
DCK-204262,WH-DWC-01,ExpressAir Logistics,CLT-102,2025-12-23,2025-12-23 16:00:00,2025-12-23 16:12:00,39,Completed,10
DCK-204263,WH-DWC-01,RedSea Transit,CLT-104,2025-12-23,2025-12-23 17:00:00,2025-12-23 17:00:00,44,Completed,1
DCK-204264,WH-DWC-01,Falcon Courier,CLT-101,2025-12-23,2025-12-23 18:00:00,2025-12-23 18:05:00,46,Completed,2
DCK-204265,WH-DWC-01,ExpressAir Logistics,CLT-107,2025-12-23,2025-12-23 07:00:00,2025-12-23 07:10:00,22,Completed,3
DCK-204266,WH-DWC-01,RedSea Transit,CLT-107,2025-12-23,2025-12-23 08:00:00,2025-12-23 08:13:00,41,Completed,4
DCK-204267,WH-DWC-01,Falcon Courier,CLT-106,2025-12-23,2025-12-23 09:00:00,2025-12-23 09:00:00,48,Completed,5
DCK-204268,WH-DXB-01,Gulf Overland Express,CLT-107,2025-12-24,2025-12-24 07:00:00,2025-12-24 07:01:00,35,Completed,1
DCK-204269,WH-DXB-01,RedSea Transit,CLT-109,2025-12-24,2025-12-24 08:00:00,2025-12-24 08:00:00,29,Completed,2
DCK-204270,WH-DXB-01,RedSea Transit,CLT-108,2025-12-24,2025-12-24 09:00:00,2025-12-24 09:00:00,33,Completed,3
DCK-204271,WH-DXB-01,RedSea Transit,CLT-104,2025-12-24,2025-12-24 10:00:00,2025-12-24 10:00:00,41,Completed,4
DCK-204272,WH-DXB-01,Falcon Courier,CLT-102,2025-12-24,2025-12-24 11:00:00,2025-12-24 11:00:00,34,Completed,5
DCK-204273,WH-DXB-01,Falcon Courier,CLT-110,2025-12-24,2025-12-24 12:00:00,2025-12-24 12:18:00,33,Completed,6
DCK-204274,WH-DXB-01,ExpressAir Logistics,CLT-108,2025-12-24,2025-12-24 13:00:00,2025-12-24 13:00:00,34,Completed,7
DCK-204275,WH-DXB-01,Falcon Courier,CLT-110,2025-12-24,2025-12-24 14:00:00,2025-12-24 14:00:00,50,Completed,8
DCK-204276,WH-DXB-01,Gulf Overland Express,CLT-102,2025-12-24,2025-12-24 15:00:00,2025-12-24 15:24:00,22,Completed,9
DCK-204277,WH-DXB-01,RedSea Transit,CLT-107,2025-12-24,2025-12-24 16:00:00,2025-12-24 16:19:00,30,Completed,10
DCK-204278,WH-DXB-01,Gulf Overland Express,CLT-104,2025-12-24,2025-12-24 17:00:00,2025-12-24 17:06:00,24,Completed,11
DCK-204279,WH-DXB-01,ExpressAir Logistics,CLT-103,2025-12-24,2025-12-24 18:00:00,2025-12-24 18:00:00,29,Completed,12
DCK-204280,WH-DXB-01,Gulf Overland Express,CLT-109,2025-12-24,2025-12-24 07:00:00,2025-12-24 07:00:00,38,Completed,1
DCK-204281,WH-DXB-01,Gulf Overland Express,CLT-101,2025-12-24,2025-12-24 08:00:00,2025-12-24 08:29:00,27,Completed,2
DCK-204282,WH-DXB-01,Gulf Overland Express,CLT-104,2025-12-24,2025-12-24 09:00:00,2025-12-24 09:28:00,38,Completed,3
DCK-204283,WH-DXB-01,Falcon Courier,CLT-106,2025-12-24,2025-12-24 10:00:00,2025-12-24 10:00:00,32,Completed,4
DCK-204284,WH-DXB-01,Falcon Courier,CLT-101,2025-12-24,2025-12-24 11:00:00,2025-12-24 11:20:00,32,Completed,5
DCK-204285,WH-DXB-01,Falcon Courier,CLT-102,2025-12-24,2025-12-24 12:00:00,2025-12-24 12:00:00,41,Completed,6
DCK-204286,WH-DXB-01,ExpressAir Logistics,CLT-109,2025-12-24,2025-12-24 13:00:00,2025-12-24 13:35:00,38,Completed,7
DCK-204287,WH-DXB-01,Falcon Courier,CLT-106,2025-12-24,2025-12-24 14:00:00,2025-12-24 14:00:00,38,Completed,8
DCK-204288,WH-DXB-01,Gulf Overland Express,CLT-105,2025-12-24,2025-12-24 15:00:00,2025-12-24 15:19:00,22,Completed,9
DCK-204289,WH-DXB-01,Gulf Overland Express,CLT-110,2025-12-24,2025-12-24 16:00:00,2025-12-24 16:03:00,33,Completed,10
DCK-204290,WH-DXB-01,Emirates Freight,CLT-105,2025-12-24,2025-12-24 17:00:00,2025-12-24 17:19:00,42,Completed,11
DCK-204291,WH-DXB-01,Emirates Freight,CLT-108,2025-12-24,2025-12-24 18:00:00,2025-12-24 18:28:00,26,Completed,12
DCK-204292,WH-DXB-01,Emirates Freight,CLT-110,2025-12-24,2025-12-24 07:00:00,2025-12-24 07:12:00,36,Completed,1
DCK-204293,WH-AUH-01,ExpressAir Logistics,CLT-110,2025-12-24,2025-12-24 07:00:00,2025-12-24 07:00:00,32,Completed,1
DCK-204294,WH-AUH-01,Falcon Courier,CLT-104,2025-12-24,2025-12-24 08:00:00,2025-12-24 08:07:00,46,Completed,2
DCK-204295,WH-AUH-01,Falcon Courier,CLT-108,2025-12-24,2025-12-24 09:00:00,2025-12-24 09:21:00,32,Completed,3
DCK-204296,WH-AUH-01,Falcon Courier,CLT-103,2025-12-24,2025-12-24 10:00:00,2025-12-24 10:21:00,35,Completed,4
DCK-204297,WH-AUH-01,Emirates Freight,CLT-102,2025-12-24,2025-12-24 11:00:00,2025-12-24 11:43:00,38,Completed,5
DCK-204298,WH-AUH-01,RedSea Transit,CLT-108,2025-12-24,2025-12-24 12:00:00,2025-12-24 12:00:00,46,Completed,6
DCK-204299,WH-AUH-01,Falcon Courier,CLT-101,2025-12-24,2025-12-24 13:00:00,2025-12-24 13:00:00,34,Completed,7
DCK-204300,WH-AUH-01,Gulf Overland Express,CLT-107,2025-12-24,2025-12-24 14:00:00,2025-12-24 14:14:00,38,Completed,8
DCK-204301,WH-AUH-01,Emirates Freight,CLT-102,2025-12-24,2025-12-24 15:00:00,2025-12-24 15:00:00,38,Completed,1
DCK-204302,WH-AUH-01,Emirates Freight,CLT-101,2025-12-24,2025-12-24 16:00:00,2025-12-24 16:17:00,41,Completed,2
DCK-204303,WH-AUH-01,ExpressAir Logistics,CLT-103,2025-12-24,2025-12-24 17:00:00,2025-12-24 17:00:00,39,Completed,3
DCK-204304,WH-AUH-01,Falcon Courier,CLT-108,2025-12-24,2025-12-24 18:00:00,2025-12-24 18:00:00,41,Completed,4
DCK-204305,WH-AUH-01,RedSea Transit,CLT-110,2025-12-24,2025-12-24 07:00:00,2025-12-24 07:24:00,29,Completed,5
DCK-204306,WH-AUH-01,Emirates Freight,CLT-106,2025-12-24,2025-12-24 08:00:00,2025-12-24 08:14:00,36,Completed,6
DCK-204307,WH-SHJ-01,RedSea Transit,CLT-101,2025-12-24,2025-12-24 07:00:00,2025-12-24 07:00:00,34,Completed,1
DCK-204308,WH-SHJ-01,ExpressAir Logistics,CLT-107,2025-12-24,2025-12-24 08:00:00,2025-12-24 08:07:00,26,Completed,2
DCK-204309,WH-SHJ-01,ExpressAir Logistics,CLT-101,2025-12-24,2025-12-24 09:00:00,2025-12-24 09:00:00,29,Completed,3
DCK-204310,WH-SHJ-01,RedSea Transit,CLT-102,2025-12-24,2025-12-24 10:00:00,2025-12-24 10:01:00,44,Completed,4
DCK-204311,WH-SHJ-01,Emirates Freight,CLT-105,2025-12-24,2025-12-24 11:00:00,2025-12-24 11:00:00,43,Completed,1
DCK-204312,WH-SHJ-01,Falcon Courier,CLT-101,2025-12-24,2025-12-24 12:00:00,2025-12-24 12:00:00,38,Completed,2
DCK-204313,WH-SHJ-01,RedSea Transit,CLT-101,2025-12-24,2025-12-24 13:00:00,2025-12-24 13:06:00,50,Completed,3
DCK-204314,WH-SHJ-01,Gulf Overland Express,CLT-103,2025-12-24,2025-12-24 14:00:00,2025-12-24 14:00:00,36,Completed,4
DCK-204315,WH-DWC-01,Gulf Overland Express,CLT-105,2025-12-24,2025-12-24 07:00:00,2025-12-24 07:02:00,34,Completed,1
DCK-204316,WH-DWC-01,Falcon Courier,CLT-103,2025-12-24,2025-12-24 08:00:00,2025-12-24 08:22:00,22,Completed,2
DCK-204317,WH-DWC-01,Falcon Courier,CLT-103,2025-12-24,2025-12-24 09:00:00,2025-12-24 09:34:00,24,Completed,3
DCK-204318,WH-DWC-01,Gulf Overland Express,CLT-108,2025-12-24,2025-12-24 10:00:00,2025-12-24 10:07:00,34,Completed,4
DCK-204319,WH-DWC-01,RedSea Transit,CLT-108,2025-12-24,2025-12-24 11:00:00,2025-12-24 11:09:00,40,Completed,5
DCK-204320,WH-DWC-01,ExpressAir Logistics,CLT-108,2025-12-24,2025-12-24 12:00:00,2025-12-24 12:03:00,30,Completed,6
DCK-204321,WH-DWC-01,Gulf Overland Express,CLT-103,2025-12-24,2025-12-24 13:00:00,2025-12-24 13:24:00,45,Completed,7
DCK-204322,WH-DWC-01,Emirates Freight,CLT-108,2025-12-24,2025-12-24 14:00:00,2025-12-24 14:27:00,38,Completed,8
DCK-204323,WH-DWC-01,RedSea Transit,CLT-110,2025-12-24,2025-12-24 15:00:00,2025-12-24 15:00:00,34,Completed,9
DCK-204324,WH-DWC-01,Falcon Courier,CLT-105,2025-12-24,2025-12-24 16:00:00,2025-12-24 16:00:00,28,Completed,10
DCK-204325,WH-DWC-01,RedSea Transit,CLT-110,2025-12-24,2025-12-24 17:00:00,2025-12-24 17:00:00,47,Completed,1
DCK-204326,WH-DWC-01,Falcon Courier,CLT-106,2025-12-24,2025-12-24 18:00:00,2025-12-24 18:07:00,41,Completed,2
DCK-204327,WH-DWC-01,RedSea Transit,CLT-101,2025-12-24,2025-12-24 07:00:00,2025-12-24 07:19:00,35,Completed,3
DCK-204328,WH-DWC-01,ExpressAir Logistics,CLT-110,2025-12-24,2025-12-24 08:00:00,2025-12-24 08:23:00,39,Completed,4
DCK-204329,WH-DWC-01,Falcon Courier,CLT-108,2025-12-24,2025-12-24 09:00:00,2025-12-24 09:00:00,31,Completed,5
DCK-204330,WH-DWC-01,Gulf Overland Express,CLT-109,2025-12-24,2025-12-24 10:00:00,2025-12-24 10:18:00,49,Completed,6
DCK-204331,WH-DXB-01,Emirates Freight,CLT-108,2025-12-25,2025-12-25 07:00:00,2025-12-25 07:02:00,34,Completed,1
DCK-204332,WH-DXB-01,ExpressAir Logistics,CLT-103,2025-12-25,2025-12-25 08:00:00,2025-12-25 08:00:00,26,Completed,2
DCK-204333,WH-DXB-01,ExpressAir Logistics,CLT-108,2025-12-25,2025-12-25 09:00:00,2025-12-25 09:19:00,45,Completed,3
DCK-204334,WH-DXB-01,Falcon Courier,CLT-104,2025-12-25,2025-12-25 10:00:00,2025-12-25 10:00:00,42,Completed,4
DCK-204335,WH-DXB-01,RedSea Transit,CLT-101,2025-12-25,2025-12-25 11:00:00,2025-12-25 11:00:00,30,Completed,5
DCK-204336,WH-DXB-01,ExpressAir Logistics,CLT-101,2025-12-25,2025-12-25 12:00:00,2025-12-25 12:00:00,25,Completed,6
DCK-204337,WH-DXB-01,Emirates Freight,CLT-109,2025-12-25,2025-12-25 13:00:00,2025-12-25 13:07:00,34,Completed,7
DCK-204338,WH-DXB-01,ExpressAir Logistics,CLT-109,2025-12-25,2025-12-25 14:00:00,2025-12-25 14:00:00,29,Completed,8
DCK-204339,WH-DXB-01,Falcon Courier,CLT-101,2025-12-25,2025-12-25 15:00:00,2025-12-25 15:03:00,22,Completed,9
DCK-204340,WH-DXB-01,Gulf Overland Express,CLT-102,2025-12-25,2025-12-25 16:00:00,2025-12-25 16:04:00,38,Completed,10
DCK-204341,WH-DXB-01,RedSea Transit,CLT-101,2025-12-25,2025-12-25 17:00:00,2025-12-25 17:15:00,43,Completed,11
DCK-204342,WH-DXB-01,Emirates Freight,CLT-106,2025-12-25,2025-12-25 18:00:00,2025-12-25 18:22:00,34,Completed,12
DCK-204343,WH-DXB-01,ExpressAir Logistics,CLT-105,2025-12-25,2025-12-25 07:00:00,2025-12-25 07:00:00,25,Completed,1
DCK-204344,WH-DXB-01,ExpressAir Logistics,CLT-108,2025-12-25,2025-12-25 08:00:00,2025-12-25 08:00:00,30,Completed,2
DCK-204345,WH-DXB-01,RedSea Transit,CLT-103,2025-12-25,2025-12-25 09:00:00,2025-12-25 09:00:00,29,Completed,3
DCK-204346,WH-DXB-01,Emirates Freight,CLT-106,2025-12-25,2025-12-25 10:00:00,2025-12-25 10:13:00,33,Completed,4
DCK-204347,WH-DXB-01,RedSea Transit,CLT-110,2025-12-25,2025-12-25 11:00:00,2025-12-25 11:37:00,46,Completed,5
DCK-204348,WH-DXB-01,Falcon Courier,CLT-104,2025-12-25,2025-12-25 12:00:00,2025-12-25 12:00:00,32,Completed,6
DCK-204349,WH-DXB-01,RedSea Transit,CLT-101,2025-12-25,2025-12-25 13:00:00,2025-12-25 13:17:00,28,Completed,7
DCK-204350,WH-DXB-01,ExpressAir Logistics,CLT-107,2025-12-25,2025-12-25 14:00:00,2025-12-25 14:02:00,26,Completed,8
DCK-204351,WH-DXB-01,RedSea Transit,CLT-109,2025-12-25,2025-12-25 15:00:00,2025-12-25 15:00:00,40,Completed,9
DCK-204352,WH-DXB-01,Falcon Courier,CLT-107,2025-12-25,2025-12-25 16:00:00,2025-12-25 16:00:00,45,Completed,10
DCK-204353,WH-AUH-01,Gulf Overland Express,CLT-104,2025-12-25,2025-12-25 07:00:00,2025-12-25 07:43:00,35,Completed,1
DCK-204354,WH-AUH-01,Falcon Courier,CLT-105,2025-12-25,2025-12-25 08:00:00,2025-12-25 08:00:00,19,Completed,2
DCK-204355,WH-AUH-01,Falcon Courier,CLT-110,2025-12-25,2025-12-25 09:00:00,2025-12-25 09:07:00,31,Completed,3
DCK-204356,WH-AUH-01,Gulf Overland Express,CLT-104,2025-12-25,2025-12-25 10:00:00,2025-12-25 10:12:00,41,Completed,4
DCK-204357,WH-AUH-01,Gulf Overland Express,CLT-102,2025-12-25,2025-12-25 11:00:00,2025-12-25 11:00:00,25,Completed,5
DCK-204358,WH-AUH-01,Gulf Overland Express,CLT-107,2025-12-25,2025-12-25 12:00:00,2025-12-25 12:07:00,33,Completed,6
DCK-204359,WH-AUH-01,Falcon Courier,CLT-104,2025-12-25,2025-12-25 13:00:00,2025-12-25 13:28:00,41,Completed,7
DCK-204360,WH-AUH-01,ExpressAir Logistics,CLT-106,2025-12-25,2025-12-25 14:00:00,2025-12-25 14:21:00,38,Completed,8
DCK-204361,WH-AUH-01,Emirates Freight,CLT-107,2025-12-25,2025-12-25 15:00:00,2025-12-25 15:18:00,13,Completed,1
DCK-204362,WH-AUH-01,Emirates Freight,CLT-110,2025-12-25,2025-12-25 16:00:00,2025-12-25 16:19:00,37,Completed,2
DCK-204363,WH-AUH-01,Gulf Overland Express,CLT-101,2025-12-25,2025-12-25 17:00:00,2025-12-25 17:00:00,46,Completed,3
DCK-204364,WH-AUH-01,Emirates Freight,CLT-104,2025-12-25,2025-12-25 18:00:00,2025-12-25 18:26:00,41,Completed,4
DCK-204365,WH-AUH-01,RedSea Transit,CLT-103,2025-12-25,2025-12-25 07:00:00,2025-12-25 07:00:00,24,Completed,5
DCK-204366,WH-AUH-01,ExpressAir Logistics,CLT-107,2025-12-25,2025-12-25 08:00:00,2025-12-25 08:12:00,20,Completed,6
DCK-204367,WH-AUH-01,Falcon Courier,CLT-110,2025-12-25,2025-12-25 09:00:00,2025-12-25 09:00:00,44,Completed,7
